100
(13,2,45.66897808489177)
(13,3,39.210621581089995)
(13,4,25.868506360388473)
(13,5,24.834997389790118)
(13,6,37.63814870379676)
(13,7,26.55806445486275)
(13,8,33.1436545520229)
(13,9,41.062032835365976)
(13,10,39.03443029982222)
(13,11,35.17313124373695)
(13,12,28.618370063645322)
(14,0,32.10138683220156)
(14,1,24.45935761536407)
(14,2,36.75974459282118)
(14,3,26.524508989028593)
(14,4,26.593558636127824)
(14,5,26.974469707120985)
(14,6,27.43963564839067)
(14,7,14.56750868115103)
(14,8,38.440178755153255)
(14,9,30.24455319874474)
(14,10,34.374452525109064)
(14,11,20.93191097840175)
(14,12,22.12538619154215)
(14,13,25.402825773965592)
(15,0,17.81511920789923)
(15,1,35.68079078520097)
(15,2,33.275829959427725)
(15,3,38.805482980637905)
(15,4,45.31066417601213)
(15,5,20.522435387661456)
(15,6,36.53529433183297)
(15,7,32.44219357926341)
(15,8,13.810964239229083)
(15,9,14.565713234694385)
(15,10,35.041167204419274)
(15,11,19.922530726997607)
(15,12,29.096969589245575)
(15,13,22.776947416030186)
(15,14,32.61496988467509)
(16,0,53.7288664999148)
(16,1,28.948933944398178)
(16,2,35.68052690632102)
(16,3,50.29919523804435)
(16,4,9.201463091329178)
(16,5,27.212722637412682)
(16,6,50.5503134806026)
(16,7,23.349757507056427)
(16,8,34.67750715053558)
(16,9,20.85952508959602)
(16,10,11.14924861261024)
(16,11,18.054444319535317)
(16,12,28.350402359417735)
(16,13,21.968670987123943)
(16,14,24.81872883718747)
(16,15,23.839665595110063)
(17,0,30.55412006894358)
(17,1,22.16189145415287)
(17,2,28.805487329927374)
(17,3,39.39681949757462)
(17,4,33.41525572385619)
(17,5,42.58259312363375)
(17,6,19.914064481753968)
(17,7,41.39034479650172)
(17,8,42.87646035282647)
(17,9,43.82495763953915)
(17,10,32.258897052900046)
(17,11,29.602837911867116)
(17,12,42.329875763684775)
(17,13,33.66687788715493)
(17,14,14.731436326609622)
(17,15,25.36804664804654)
(17,16,14.921642502792778)
(18,0,34.27107265111873)
(18,1,14.04423055198545)
(18,2,28.596551854894866)
(18,3,27.492827211913163)
(18,4,21.437790095107815)
(18,5,36.867873139353875)
(18,6,45.97545632087211)
(18,7,17.916845411035503)
(18,8,32.23757590259231)
(18,9,34.67129484549241)
(18,10,41.070841133087974)
(18,11,36.57319577145502)
(18,12,26.0333604922776)
(18,13,13.627410746367403)
(18,14,50.23185701922765)
(18,15,17.50160977445107)
(18,16,34.77832019397008)
(18,17,13.033288255189476)
(19,0,20.45350593506524)
(19,1,24.204387987234234)
(19,2,33.43192391150552)
(19,3,28.798964051012174)
(19,4,24.060696042106475)
(19,5,24.315613530105985)
(19,6,22.179856549584105)
(19,7,46.999541484268576)
(19,8,28.868419339947096)
(19,9,45.84559328272083)
(19,10,23.6140077630646)
(19,11,14.659339266455982)
(19,12,35.981999002192374)
(19,13,42.348679021721026)
(19,14,46.19642506810787)
(19,15,41.17131247636347)
(19,16,29.75057071319429)
(19,17,25.425153773077685)
(19,18,27.13808645635305)
(20,0,33.19325170263317)
(20,1,45.6974992472972)
(20,2,33.44197204291758)
(20,3,24.8237739457242)
(20,4,35.88416750161147)
(20,5,17.223303411407812)
(20,6,16.198912105341552)
(20,7,34.51748601726745)
(20,8,29.842982754369302)
(20,9,26.620440218997317)
(20,10,23.853215574496247)
(20,11,14.048986457063688)
(20,12,26.842977444492792)
(20,13,29.654642787327223)
(20,14,34.419304750176835)
(20,15,30.512989812401717)
(20,16,25.572861302445386)
(20,17,22.00681946224443)
(20,18,28.28654731960489)
(20,19,27.554793232125093)
(21,0,18.648994541247617)
(21,1,20.947916780414168)
(21,2,31.868295661433574)
(21,3,42.85292788629985)
(21,4,49.53798333732016)
(21,5,30.534056988423902)
(21,6,20.758184520600643)
(21,7,17.12364909176638)
(21,8,32.46628184390665)
(21,9,43.33207775857651)
(21,10,37.553428581586466)
(21,11,52.844236067494464)
(21,12,34.4842838452372)
(21,13,32.67010039438955)
(21,14,40.18068178504349)
(21,15,31.73902262881157)
(21,16,42.85685289842507)
(21,17,19.55314747810741)
(21,18,32.09986043469021)
(21,19,31.5499126820633)
(21,20,37.59142293951142)
(22,0,11.475647611897116)
(22,1,30.32510364087347)
(22,2,25.778115780486267)
(22,3,31.21329013307485)
(22,4,57.627107102638476)
(22,5,42.89236805849775)
(22,6,28.62143145758864)
(22,7,29.64348720453322)
(22,8,34.716742604969916)
(22,9,27.667712168999756)
(22,10,45.602098104953754)
(22,11,25.26600298148329)
(22,12,28.44380975486046)
(22,13,49.85804388114099)
(22,14,42.551930113679234)
(22,15,30.435965930101297)
(22,16,24.191193994389813)
(22,17,36.67144267202066)
(22,18,32.88456711653554)
(22,19,59.61657904122377)
(22,20,18.201325197218406)
(22,21,31.29254437904161)
(23,0,28.87078013015726)
(23,1,20.397220822102973)
(23,2,38.35834150479549)
(23,3,28.838292099734133)
(23,4,31.25571359679131)
(23,5,34.68566252079994)
(23,6,34.84430642978216)
(23,7,29.38910858135999)
(23,8,29.981111062800757)
(23,9,32.96815037346196)
(23,10,32.58233115548788)
(23,11,26.012319687876495)
(23,12,35.43249446808221)
(23,13,27.075420838285545)
(23,14,30.222827465566976)
(23,15,32.6241100473462)
(23,16,29.605608942752735)
(23,17,30.04193154894876)
(23,18,32.32174806716517)
(23,19,27.12151091407435)
(23,20,45.744788487599145)
(23,21,42.02161515378162)
(23,22,28.827889939605335)
(24,0,40.515321590577)
(24,1,42.26315885186218)
(24,2,42.65683819880508)
(24,3,42.258030418297416)
(24,4,38.45775749500462)
(24,5,25.959691539336664)
(24,6,23.17220942536185)
(24,7,31.31671676028983)
(24,8,25.417397032141594)
(24,9,18.25045695871258)
(24,10,44.53108268660712)
(24,11,30.90663557930728)
(24,12,31.039523672578152)
(24,13,34.4278316877328)
(24,14,40.959687613388965)
(24,15,41.87374196037729)
(24,16,12.512466888730344)
(24,17,9.220538396243118)
(24,18,39.424650034442664)
(24,19,39.610243961899485)
(24,20,20.29054697531859)
(24,21,21.711320851109193)
(24,22,38.083334376231505)
(24,23,29.65598127136638)
(25,0,23.160197840051616)
(25,1,18.362380379724335)
(25,2,17.822888889127537)
(25,3,32.25103248848349)
(25,4,28.76636660065932)
(25,5,17.057597102628343)
(25,6,34.6016213215099)
(25,7,28.18070002180709)
(25,8,27.569531331342688)
(25,9,41.51531931273615)
(25,10,26.39153351764697)
(25,11,37.70747112971508)
(25,12,34.238804273911086)
(25,13,28.06084813102947)
(25,14,16.892391135702642)
(25,15,42.67090907362143)
(25,16,37.56458042450184)
(25,17,26.360421322119457)
(25,18,37.96117475660235)
(25,19,33.44192829990083)
(25,20,39.42190915823731)
(25,21,41.51313667646666)
(25,22,43.46278788785402)
(25,23,35.11194180835523)
(25,24,19.054841373456583)
(26,0,23.63307794162047)
(26,1,37.820835866546254)
(26,2,33.96774808651197)
(26,3,43.66243646886193)
(26,4,23.955303729459434)
(26,5,39.168532126734405)
(26,6,17.502627170891067)
(26,7,29.092173961440125)
(26,8,21.278613065927566)
(26,9,36.08060591335081)
(26,10,35.13646767556194)
(26,11,29.09049181452141)
(26,12,31.98360629262909)
(26,13,31.309897189657327)
(26,14,22.99361314004296)
(26,15,43.324617517760664)
(26,16,42.89586929177483)
(26,17,32.59366608877346)
(26,18,34.14043464664597)
(26,19,28.45526122965414)
(26,20,39.82259146412012)
(26,21,25.293406487022764)
(26,22,15.346165144149975)
(26,23,30.299210891320257)
(26,24,33.435109423339306)
(26,25,39.52227987776018)
(27,0,27.436180928024648)
(27,1,19.454750499322287)
(27,2,26.75884163930377)
(27,3,42.22344174073901)
(27,4,13.487915419316579)
(27,5,28.876022039336153)
(27,6,30.26109944373104)
(27,7,26.31638594760496)
(27,8,0.08101405447646215)
(27,9,34.057419779846725)
(27,10,23.911475709340465)
(27,11,27.922065396908632)
(27,12,24.905870609389552)
(27,13,30.077365122430624)
(27,14,39.27384749123851)
(27,15,22.200635942018177)
(27,16,38.24235475563753)
(27,17,6.196738388812012)
(27,18,48.0682154759685)
(27,19,16.29950962624411)
(27,20,17.16875030223852)
(27,21,19.664419488629616)
(27,22,27.262542498599206)
(27,23,28.620496900867423)
(27,24,17.976291276563323)
(27,25,24.361437304481406)
(27,26,26.68303746580797)
(28,0,31.897305337588467)
(28,1,21.03834631143633)
(28,2,35.81932214432969)
(28,3,50.67447506367516)
(28,4,35.72012888240505)
(28,5,15.004951274841128)
(28,6,9.498830595144181)
(28,7,32.12321034209974)
(28,8,40.0272161824177)
(28,9,31.304165872428904)
(28,10,3.32122092631176)
(28,11,51.84099225736957)
(28,12,43.026297710844474)
(28,13,27.706140290548518)
(28,14,36.35915290578603)
(28,15,26.331291082396447)
(28,16,25.041466553076976)
(28,17,41.33900450930104)
(28,18,30.048082594230074)
(28,19,34.13162966101496)
(28,20,32.88147806292341)
(28,21,34.70961196927938)
(28,22,29.641341201415976)
(28,23,41.085066206812805)
(28,24,30.573138329759548)
(28,25,44.80047203668326)
(28,26,18.666981990961425)
(28,27,41.43442103746268)
(29,0,9.986432866751663)
(29,1,32.31613113570472)
(29,2,43.77313301123358)
(29,3,16.05615874256314)
(29,4,30.78683703871635)
(29,5,16.848718024236042)
(29,6,30.863186462061805)
(29,7,30.143130438190447)
(29,8,25.73768681471501)
(29,9,45.727489380197014)
(29,10,21.58030042602178)
(29,11,32.788363066307895)
(29,12,31.651747021970895)
(29,13,38.98114965843017)
(29,14,48.49834302278036)
(29,15,27.971636730045415)
(29,16,19.494015339908863)
(29,17,30.187014845148195)
(29,18,29.392138119493026)
(29,19,38.63351566916943)
(29,20,31.37854091601232)
(29,21,27.897024392248646)
(29,22,18.380315778206864)
(29,23,22.279984574432213)
(29,24,23.133714795900705)
(29,25,34.098655395748025)
(29,26,19.09034277330292)
(29,27,27.605570634123534)
(29,28,59.2979719396502)
(30,0,21.953172543667236)
(30,1,13.2243129116626)
(30,2,25.36793692141368)
(30,3,45.52184033562332)
(30,4,21.356488234741015)
(30,5,30.168994514160325)
(30,6,43.53204270888216)
(30,7,3.2774825414345408)
(30,8,27.841225138169666)
(30,9,41.4896959695798)
(30,10,29.260684174793905)
(30,11,11.386329693210467)
(30,12,23.76173543765685)
(30,13,29.90423587399095)
(30,14,25.713349061667557)
(30,15,40.51586202022099)
(30,16,36.355853030478094)
(30,17,13.032428731217077)
(30,18,42.50318597637783)
(30,19,33.90497142516734)
(30,20,15.443106709813216)
(30,21,34.026264019186385)
(30,22,18.23202627936611)
(30,23,18.246803654541996)
(30,24,20.009688154578804)
(30,25,22.248614470247503)
(30,26,21.2087598353353)
(30,27,18.87421549374311)
(30,28,15.210409991835935)
(30,29,29.764570313517407)
(31,0,13.939449892784495)
(31,1,38.272833904524646)
(31,2,37.45911281358091)
(31,3,24.45785363167237)
(31,4,24.14294924934369)
(31,5,34.13920803890881)
(31,6,30.040167377675402)
(31,7,24.3321914811918)
(31,8,25.532463458829064)
(31,9,32.258575218998914)
(31,10,25.25531935434383)
(31,11,43.28603231248102)
(31,12,45.13699473084844)
(31,13,25.024236936143943)
(31,14,32.85430015250479)
(31,15,41.92897723376564)
(31,16,40.1729549498105)
(31,17,44.885736779058)
(31,18,39.50629607500534)
(31,19,8.054424088203177)
(31,20,46.520874818785046)
(31,21,16.210804618876477)
(31,22,46.3630372755102)
(31,23,17.327947714805624)
(31,24,11.427754066661247)
(31,25,33.54511513703096)
(31,26,23.95008494144153)
(31,27,6.425393669415655)
(31,28,47.2008771489737)
(31,29,26.129145732015303)
(31,30,35.0552982442356)
(32,0,12.304228467167881)
(32,1,29.593095996613368)
(32,2,47.433261432251875)
(32,3,18.08837182525036)
(32,4,27.894040679452253)
(32,5,38.843402313373105)
(32,6,45.75254396605308)
(32,7,20.71062392539622)
(32,8,30.694062563096974)
(32,9,27.25023082188239)
(32,10,34.46015982748102)
(32,11,39.46650720564221)
(32,12,40.21121230878687)
(32,13,38.028868003101564)
(32,14,45.25974082925651)
(32,15,39.086306982827985)
(32,16,11.481541735818592)
(32,17,6.101460778162124)
(32,18,26.911954881924736)
(32,19,45.19451212416665)
(32,20,10.972751248818746)
(32,21,38.76714949149226)
(32,22,26.893479595240322)
(32,23,28.181335373084654)
(32,24,46.366022948503236)
(32,25,21.889362194473705)
(32,26,28.36466941927287)
(32,27,26.876799895966812)
(32,28,32.315182744663794)
(32,29,25.889006457065168)
(32,30,7.206571111603207)
(32,31,20.541632102522463)
(33,0,22.566036889906954)
(33,1,32.555423534410664)
(33,2,39.11469983901688)
(33,3,23.21723048694534)
(33,4,31.62298554759058)
(33,5,35.52692809872218)
(33,6,33.90181900728767)
(33,7,35.15344046110326)
(33,8,35.22112908200015)
(33,9,30.10100728256387)
(33,10,34.045396317771264)
(33,11,27.60370314229887)
(33,12,40.94660935131562)
(33,13,22.976570271300098)
(33,14,33.70902186358005)
(33,15,27.65493640302194)
(33,16,38.8470554233259)
(33,17,44.347328207060585)
(33,18,40.454971140371114)
(33,19,12.687881779367792)
(33,20,7.512716252951172)
(33,21,44.04386901736484)
(33,22,36.61991485495267)
(33,23,27.42450693035348)
(33,24,27.677187420626904)
(33,25,31.362559027656545)
(33,26,28.3365018650228)
(33,27,35.996495687774974)
(33,28,32.02750033241348)
(33,29,38.50758393128467)
(33,30,40.969472389670315)
(33,31,34.69796927153234)
(33,32,33.149457926287084)
(34,0,24.914224090760257)
(34,1,13.992611450484773)
(34,2,34.5583290687586)
(34,3,29.467079711816357)
(34,4,41.38596376869576)
(34,5,19.886461122870895)
(34,6,37.987099940958814)
(34,7,19.916903240030223)
(34,8,43.03784721497248)
(34,9,44.124325207398314)
(34,10,26.91014863676341)
(34,11,41.09695200803408)
(34,12,32.27724834089771)
(34,13,18.441663048161022)
(34,14,8.236345815772992)
(34,15,27.215004783236257)
(34,16,28.312886910463845)
(34,17,5.176822799608107)
(34,18,30.136312592930686)
(34,19,10.322005977619714)
(34,20,41.987217495421206)
(34,21,41.78569254979719)
(34,22,33.743313142214824)
(34,23,17.836748432827296)
(34,24,34.458733927038324)
(34,25,39.126156536722725)
(34,26,37.723060454755355)
(34,27,37.35307394187611)
(34,28,32.25201262347045)
(34,29,37.388190915207275)
(34,30,27.305890678834245)
(34,31,48.13409251505834)
(34,32,38.927557125453475)
(34,33,15.981474280373726)
(35,0,41.11418618356129)
(35,1,42.999274927792854)
(35,2,14.371486224460657)
(35,3,31.738384039970086)
(35,4,27.602429140351862)
(35,5,22.594680900495188)
(35,6,19.851947828118544)
(35,7,15.351248914606987)
(35,8,39.20640342177349)
(35,9,34.42038259789348)
(35,10,32.17284559483799)
(35,11,33.74250330005785)
(35,12,42.541627210803505)
(35,13,25.05213380117892)
(35,14,21.674104928483274)
(35,15,35.46246454790551)
(35,16,27.66854631376142)
(35,17,10.35942401838691)
(35,18,34.49397578621306)
(35,19,23.247314385818306)
(35,20,41.7997737499018)
(35,21,12.566347822337736)
(35,22,20.681525891168654)
(35,23,17.850248908879998)
(35,24,35.336955340399115)
(35,25,51.58121706603133)
(35,26,42.82460078573196)
(35,27,25.55552317344522)
(35,28,35.34177712622351)
(35,29,25.28599325984144)
(35,30,34.37426408719789)
(35,31,19.01181857906648)
(35,32,23.98256287169674)
(35,33,37.220396864563206)
(35,34,24.381177385015544)
(36,0,36.279434093535166)
(36,1,24.760386932078447)
(36,2,16.005465827145073)
(36,3,43.4254459858008)
(36,4,37.573806786389376)
(36,5,35.668660955823896)
(36,6,15.352212380420934)
(36,7,30.341460369065334)
(36,8,24.47597223565568)
(36,9,26.10933547559696)
(36,10,32.68448933924895)
(36,11,41.160315551647315)
(36,12,22.509434355290406)
(36,13,29.403660845450265)
(36,14,46.4410440264397)
(36,15,49.85826005392285)
(36,16,29.754661374086574)
(36,17,30.714557733851358)
(36,18,21.65976155018216)
(36,19,38.66341311219402)
(36,20,33.79122560236678)
(36,21,24.719587215865573)
(36,22,39.54013570033652)
(36,23,6.379615189390037)
(36,24,44.54537912999683)
(36,25,38.63139959003357)
(36,26,11.44998537070423)
(36,27,36.38726576487827)
(36,28,23.08485817102401)
(36,29,39.332224085518675)
(36,30,8.814679152255003)
(36,31,36.67036832296328)
(36,32,25.34377473372303)
(36,33,32.19683025158245)
(36,34,28.891024639233553)
(36,35,36.929359869036446)
(37,0,18.812331908253647)
(37,1,14.290778632184624)
(37,2,27.873405760445625)
(37,3,45.898658455020716)
(37,4,24.068282993572232)
(37,5,27.15375415722701)
(37,6,18.917850777028367)
(37,7,35.67844167056246)
(37,8,41.85799149042663)
(37,9,37.246634312873645)
(37,10,18.771794058369522)
(37,11,20.329607381169318)
(37,12,5.864820812373779)
(37,13,25.46231913814571)
(37,14,28.174336265211398)
(37,15,39.687642153810465)
(37,16,34.71813603454221)
(37,17,20.603577084956854)
(37,18,22.25261017143381)
(37,19,37.698354733817894)
(37,20,32.20116316763496)
(37,21,34.92710368282957)
(37,22,21.24752395050081)
(37,23,34.79613223374726)
(37,24,19.57298048298398)
(37,25,47.239959281074256)
(37,26,52.76007353655437)
(37,27,26.16864391880494)
(37,28,42.21783550996434)
(37,29,11.870699128646336)
(37,30,24.918235123970245)
(37,31,9.225429520621354)
(37,32,37.949855121927065)
(37,33,20.416326152728658)
(37,34,37.45740047858018)
(37,35,36.066558508502915)
(37,36,22.16815070906732)
(38,0,33.117983317015)
(38,1,38.71058087210258)
(38,2,28.31225596999396)
(38,3,31.620102298382108)
(38,4,25.42039082014312)
(38,5,30.676896941231114)
(38,6,17.30081089554508)
(38,7,38.744489825330916)
(38,8,38.887253813383715)
(38,9,32.14164916708371)
(38,10,43.770058355534346)
(38,11,35.3000074410711)
(38,12,14.533138256330648)
(38,13,19.3178598666486)
(38,14,28.236064439447684)
(38,15,47.76020862019202)
(38,16,30.67043232316755)
(38,17,14.587427922688203)
(38,18,26.37325895434684)
(38,19,14.440831293435084)
(38,20,43.932797607319934)
(38,21,34.16461145724349)
(38,22,26.56051009768712)
(38,23,42.35840320732217)
(38,24,34.703163192665905)
(38,25,25.30815810512536)
(38,26,24.587162143981473)
(38,27,25.06495248352519)
(38,28,29.748303173810278)
(38,29,26.350172983380773)
(38,30,43.438132905545146)
(38,31,42.25794019310117)
(38,32,42.67669366111828)
(38,33,32.6820244863013)
(38,34,31.508421227986517)
(38,35,20.16651617969971)
(38,36,23.53748692240616)
(38,37,19.691770571318422)
(39,0,21.852274478882947)
(39,1,38.747730392149265)
(39,2,29.54668338270026)
(39,3,31.88802890738727)
(39,4,44.63169387892353)
(39,5,54.10440702056271)
(39,6,48.911268341432475)
(39,7,16.520271875783337)
(39,8,48.869458991765846)
(39,9,29.83370100495328)
(39,10,28.993955714217908)
(39,11,33.19246629121229)
(39,12,44.084725516322635)
(39,13,29.039932588906417)
(39,14,37.294838762228)
(39,15,33.78380316745724)
(39,16,16.381833418210128)
(39,17,26.06646631820197)
(39,18,29.352708615407742)
(39,19,24.266957001218117)
(39,20,24.619885171967262)
(39,21,33.778637159197096)
(39,22,33.439946590388594)
(39,23,29.874832887556483)
(39,24,19.168003435537848)
(39,25,31.975588403984425)
(39,26,8.301907409089345)
(39,27,24.203933442582667)
(39,28,17.599994587792125)
(39,29,40.31779544584034)
(39,30,29.095701144898324)
(39,31,39.98437295500722)
(39,32,34.502579890160284)
(39,33,27.6718656961683)
(39,34,21.97745806312547)
(39,35,25.93760548238463)
(39,36,26.93959859548689)
(39,37,5.500452232224337)
(39,38,32.180350045371085)
(40,0,39.512654534701014)
(40,1,23.40191189842424)
(40,2,31.34139948296928)
(40,3,31.413683166071646)
(40,4,18.852151390777966)
(40,5,28.294207752369726)
(40,6,12.177915581002182)
(40,7,26.053061684024364)
(40,8,42.42816383757149)
(40,9,21.014461105574696)
(40,10,36.06048623675268)
(40,11,31.41914086663678)
(40,12,41.127847529221036)
(40,13,28.957542439034125)
(40,14,58.87354686967753)
(40,15,37.82279759007043)
(40,16,37.37398616558394)
(40,17,42.0159787377076)
(40,18,31.460653862679322)
(40,19,27.06577527540308)
(40,20,13.580315014422865)
(40,21,29.186542355542297)
(40,22,27.503568108471345)
(40,23,28.797122653989277)
(40,24,27.223605070617474)
(40,25,18.13744575005701)
(40,26,25.991690582865715)
(40,27,32.31741410659085)
(40,28,65.56827408009038)
(40,29,45.84188318444485)
(40,30,39.299002842102674)
(40,31,38.36216325885362)
(40,32,25.801900448564588)
(40,33,32.81230910244672)
(40,34,33.28399736761466)
(40,35,27.520521675972965)
(40,36,10.272386993421929)
(40,37,36.89724019007794)
(40,38,32.34277643412774)
(40,39,39.42280734835882)
(41,0,45.84923787578798)
(41,1,37.827031247027286)
(41,2,22.023142913014418)
(41,3,16.9947563417971)
(41,4,49.12814384257669)
(41,5,22.287473788243748)
(41,6,45.1941556016574)
(41,7,16.50448262869472)
(41,8,28.051538729456393)
(41,9,27.692486293067752)
(41,10,50.539265599437385)
(41,11,45.82336234589667)
(41,12,41.166763581169974)
(41,13,33.04457503582544)
(41,14,11.67065268073111)
(41,15,30.79364348551253)
(41,16,34.675405863093445)
(41,17,17.334981113534276)
(41,18,27.94828144005205)
(41,19,57.31034006936778)
(41,20,45.81303261630256)
(41,21,20.481834918943324)
(41,22,30.29058811697999)
(41,23,30.382052920117218)
(41,24,27.167763456058395)
(41,25,42.853466993971026)
(41,26,28.07223337865177)
(41,27,21.18583884497582)
(41,28,38.07315417455363)
(41,29,46.02580939755211)
(41,30,32.99679321510823)
(41,31,33.948794931704484)
(41,32,22.69449904196681)
(41,33,31.565694433527096)
(41,34,31.434393190074125)
(41,35,19.873893106406044)
(41,36,21.148988406002754)
(41,37,33.56167656323001)
(41,38,33.4566730467211)
(41,39,20.302888851296867)
(41,40,24.03945451536795)
(42,0,38.24703364422645)
(42,1,44.12360201126834)
(42,2,32.54826862771428)
(42,3,22.39350760958355)
(42,4,32.66883073205761)
(42,5,34.032896740230846)
(42,6,28.20656231042501)
(42,7,30.085854177148743)
(42,8,40.26983424954866)
(42,9,20.757549338644004)
(42,10,9.866323061653496)
(42,11,25.396564113020872)
(42,12,20.214482164672663)
(42,13,37.99761773126623)
(42,14,59.78514427528182)
(42,15,30.19298596316882)
(42,16,32.64396682102281)
(42,17,36.47862388313916)
(42,18,30.726082375818955)
(42,19,41.38683069405384)
(42,20,45.72645747321957)
(42,21,34.867614136648314)
(42,22,33.451091465000715)
(42,23,18.25306155615964)
(42,24,36.91836252686773)
(42,25,34.32368584831703)
(42,26,31.46629491497165)
(42,27,57.77117213073363)
(42,28,59.56878582362845)
(42,29,28.9138468200163)
(42,30,54.76068359847854)
(42,31,23.08751650957938)
(42,32,13.852324020343602)
(42,33,18.234360480248924)
(42,34,48.17145487563454)
(42,35,27.962948918325235)
(42,36,45.00358436113731)
(42,37,33.184148856248726)
(42,38,36.357145607244874)
(42,39,27.362006785139688)
(42,40,12.930829512453261)
(42,41,37.006690348793974)
(43,0,19.833384976683696)
(43,1,9.437353143363097)
(43,2,18.589220145242415)
(43,3,47.07231115545308)
(43,4,36.99643656219216)
(43,5,52.997478533635075)
(43,6,34.527415081648925)
(43,7,38.358475219403736)
(43,8,26.51176046473978)
(43,9,5.226811501044661)
(43,10,39.7155383390954)
(43,11,26.733487347665267)
(43,12,46.70693503161887)
(43,13,36.4536809180769)
(43,14,39.178883798606094)
(43,15,32.23111123965214)
(43,16,21.926599365911386)
(43,17,45.038314316833954)
(43,18,42.13511856679762)
(43,19,21.33429416000218)
(43,20,28.483516934369966)
(43,21,25.13194238676809)
(43,22,20.85819809586539)
(43,23,58.91684002897591)
(43,24,21.322966638375338)
(43,25,14.35052317734737)
(43,26,19.978078297919588)
(43,27,17.887657462577643)
(43,28,39.16579938661539)
(43,29,21.261097680748627)
(43,30,34.771337414935616)
(43,31,15.038575752366741)
(43,32,30.4763919383144)
(43,33,44.70984557252522)
(43,34,45.76445165745771)
(43,35,10.593738701004117)
(43,36,44.480330568707444)
(43,37,34.18905215086569)
(43,38,18.048151012030097)
(43,39,35.569196953223155)
(43,40,43.43437093972474)
(43,41,23.859707135395432)
(43,42,38.72756776570458)
(44,0,11.058754175354803)
(44,1,18.318523429492288)
(44,2,42.09174571350073)
(44,3,27.47417779336575)
(44,4,34.99456233539393)
(44,5,27.996194640747728)
(44,6,40.563938165778794)
(44,7,47.371556237785775)
(44,8,34.41934766631644)
(44,9,37.64998503872849)
(44,10,9.088313072738323)
(44,11,13.131511959107439)
(44,12,20.71709712422821)
(44,13,27.45165797796743)
(44,14,15.77415109111368)
(44,15,19.843286734438838)
(44,16,28.116961939131603)
(44,17,25.390831488170512)
(44,18,20.41538131601981)
(44,19,43.664026868051074)
(44,20,27.914248436838992)
(44,21,16.192019170627816)
(44,22,9.161039420630274)
(44,23,27.368792114037085)
(44,24,23.089712862813215)
(44,25,27.79161004060512)
(44,26,30.990012811800092)
(44,27,36.02028726587432)
(44,28,29.091148617929246)
(44,29,26.705174552131894)
(44,30,28.45833455334895)
(44,31,37.63107231914427)
(44,32,24.484330782456468)
(44,33,22.605955842700183)
(44,34,41.507620252058004)
(44,35,21.31186752595036)
(44,36,35.81588255137845)
(44,37,14.07764106961189)
(44,38,10.092896297454285)
(44,39,37.17671963844315)
(44,40,45.49025142432825)
(44,41,11.931025994986069)
(44,42,16.35804572853212)
(44,43,25.350151263328346)
(45,0,50.66647457600573)
(45,1,30.19806425800436)
(45,2,18.247747452587696)
(45,3,33.25122184081235)
(45,4,33.18240437275644)
(45,5,38.59329304877809)
(45,6,50.905589197998154)
(45,7,38.45414206127172)
(45,8,15.521344520260978)
